Video analysis detailed log

Face Model:	General
Calibration:	-
Start time:	11/15/2018 15:13:07.737
Filename:	
Frame rate:	15.00

Video Time	Neutral	Happy	Sad	Angry	Surprised	Scared	Disgusted	Gender	Age	Beard	Moustache	Glasses	Ethnicity	Y - Head Orientation	X - Head Orientation	Z - Head Orientation	Mouth	Left Eye	Right Eye	Left Eyebrow	Right Eyebrow
00:00:15.066	0.891714500	0.028465770	0.003071650	0.066479970	0.070971720	0.026404040	0.006913544	Male	20 - 30	None	None	No	Caucasian	-8.506065000	-4.498153000	0.501133000	Closed	Open	Open	Neutral	Neutral
00:00:15.133	0.893886900	0.027507320	0.002728264	0.064763950	0.072632390	0.026660560	0.006934908	Male	20 - 30	None	None	No	Caucasian	-8.575955000	-4.565219000	0.493925900	Closed	Open	Open	Neutral	Neutral
00:00:15.200	0.896059300	0.026548880	0.002384878	0.063047930	0.074293060	0.026917070	0.006956271	Male	20 - 30	None	None	No	Caucasian	-8.645829000	-4.632286000	0.486717400	Closed	Open	Open	Neutral	Neutral
00:00:15.266	0.897563200	0.026176830	0.002102637	0.062017030	0.074634430	0.026863580	0.006955650	Male	20 - 30	None	None	No	Caucasian	-8.828579000	-4.542043000	0.436690900	Closed	Open	Open	Neutral	Neutral
00:00:15.333	0.899067000	0.025804790	0.001820396	0.060986120	0.074975800	0.026810100	0.006955029	Male	20 - 30	None	None	No	EasternAsian	-9.011487000	-4.451797000	0.386676900	Closed	Open	Open	Neutral	Neutral
00:00:15.400	0.901058100	0.025125790	0.001614010	0.057852020	0.077797900	0.027165350	0.006885741	Male	20 - 30	None	None	No	EasternAsian	-9.028938000	-4.327491000	0.346141900	Closed	Open	Open	Neutral	Neutral
00:00:15.466	0.903049200	0.024446800	0.001407624	0.054717930	0.080619990	0.027520600	0.006816454	Male	20 - 30	None	None	No	EasternAsian	-9.046566000	-4.203182000	0.305620000	Closed	Open	Open	Neutral	Neutral
00:00:15.533	0.905040300	0.023767800	0.001201238	0.051583830	0.083442080	0.027875860	0.006747166	Male	20 - 30	None	None	No	EasternAsian	-9.064370000	-4.078872000	0.265111200	Closed	Open	Open	Neutral	Neutral
00:00:15.600	0.905119700	0.022646420	0.001035257	0.048564280	0.087266760	0.029095050	0.006621446	Male	20 - 30	None	None	No	EasternAsian	-9.084378000	-3.908458000	0.203422000	Closed	Open	Open	Neutral	Neutral
00:00:15.666	0.905199200	0.021525030	0.000869276	0.045544740	0.091091430	0.030314240	0.006495725	Male	20 - 30	None	None	No	EasternAsian	-9.104753000	-3.738041000	0.141757900	Closed	Open	Open	Neutral	Neutral
00:00:15.733	0.907692800	0.020328290	0.000794849	0.041793560	0.094017770	0.031699010	0.006212712	Male	20 - 30	None	None	No	EasternAsian	-9.102484000	-3.836456000	0.183409100	Closed	Open	Open	Neutral	Neutral
00:00:15.800	0.910186500	0.019131540	0.000720422	0.038042390	0.096944100	0.033083770	0.005929698	Male	20 - 30	None	None	No	EasternAsian	-9.100358000	-3.934870000	0.225069900	Closed	Open	Open	Neutral	Neutral
00:00:15.866	0.912680100	0.017934790	0.000645995	0.034291210	0.099870430	0.034468540	0.005646685	Male	20 - 30	None	None	No	EasternAsian	-9.098375000	-4.033280000	0.266740400	Closed	Open	Open	Neutral	Neutral
00:00:15.933	0.897389700	0.020460080	0.000670028	0.032071110	0.104825900	0.050749900	0.005611316	Male	20 - 30	None	None	No	EasternAsian	-9.077061000	-3.745145000	0.529547400	Closed	Open	Open	Neutral	Neutral
00:00:16.000	0.882099200	0.022985370	0.000694060	0.029851000	0.109781500	0.067031260	0.005575948	Male	20 - 30	None	None	No	EasternAsian	-9.053095000	-3.456917000	0.792193500	Closed	Open	Open	Neutral	Neutral
00:00:16.066	0.866808700	0.025510650	0.000718092	0.027630900	0.114737000	0.083312610	0.005540580	Male	20 - 30	None	None	No	EasternAsian	-9.026484000	-3.168632000	1.054668000	Closed	Open	Open	Neutral	Neutral
00:00:16.133	0.860728000	0.024938910	0.000669544	0.029039590	0.113776900	0.090037550	0.005288629	Male	20 - 30	None	None	No	EasternAsian	-8.986073000	-3.390949000	1.076815000	Closed	Open	Open	Neutral	Neutral
00:00:16.200	0.854647500	0.024367170	0.000620997	0.030448280	0.112816800	0.096762490	0.005036678	Male	20 - 30	None	None	No	EasternAsian	-8.945833000	-3.613270000	1.098973000	Closed	Open	Open	Neutral	Neutral
00:00:16.266	0.848566800	0.023795440	0.000572450	0.031856960	0.111856800	0.103487400	0.004784727	Male	20 - 30	None	None	No	EasternAsian	-8.905766000	-3.835586000	1.121142000	Closed	Open	Open	Neutral	Neutral
00:00:16.333	0.855014000	0.022244070	0.000525693	0.029641610	0.110768500	0.105648800	0.004491514	Male	20 - 30	None	None	No	EasternAsian	-8.854216000	-3.955058000	0.873408900	Closed	Open	Open	Neutral	Neutral
00:00:16.400	0.861461200	0.020692690	0.000478936	0.027426250	0.109680200	0.107810100	0.004198300	Male	20 - 30	None	None	No	EasternAsian	-8.801627000	-4.074459000	0.625599000	Closed	Open	Open	Neutral	Neutral
00:00:16.466	0.867908400	0.019141320	0.000432179	0.025210900	0.108591900	0.109971500	0.003905086	Male	20 - 30	None	None	No	EasternAsian	-8.748005000	-4.193780000	0.377721700	Closed	Open	Open	Neutral	Neutral
00:00:16.533	0.872736300	0.017423030	0.000391671	0.022529250	0.115441100	0.111356900	0.003572179	Male	20 - 30	None	None	No	EasternAsian	-8.886702000	-4.250433000	0.164364600	Closed	Open	Open	Neutral	Neutral
00:00:16.600	0.877564300	0.015704730	0.000351162	0.019847590	0.122290300	0.112742300	0.003239271	Male	20 - 30	None	None	No	EasternAsian	-9.024981000	-4.307029000	-0.049026990	Closed	Open	Open	Neutral	Neutral
00:00:16.666	0.882392200	0.013986440	0.000310654	0.017165950	0.129139400	0.114127700	0.002906363	Male	20 - 30	None	None	No	EasternAsian	-9.162831000	-4.363564000	-0.262446800	Closed	Open	Open	Neutral	Neutral
00:00:16.733	0.881447100	0.012493020	0.000270943	0.016453480	0.145297700	0.111806100	0.002627526	Male	20 - 30	None	None	No	EasternAsian	-9.610375000	-4.596598000	-0.291739900	Closed	Open	Open	Neutral	Neutral
00:00:16.800	0.880501900	0.010999600	0.000231233	0.015741010	0.161456000	0.109484600	0.002348689	Male	20 - 30	None	None	No	EasternAsian	-10.057680000	-4.829631000	-0.321052300	Closed	Open	Open	Neutral	Neutral
00:00:16.866	0.877387500	0.010478500	0.000208851	0.015976280	0.172599900	0.109129100	0.002218645	Male	20 - 30	None	None	No	EasternAsian	-10.022540000	-4.934901000	-0.256141400	Closed	Open	Open	Neutral	Neutral
00:00:16.933	0.874273200	0.009957390	0.000186469	0.016211550	0.183743800	0.108773700	0.002088600	Male	20 - 30	None	None	No	EasternAsian	-9.987641000	-5.040165000	-0.191209400	Closed	Open	Open	Neutral	Neutral
00:00:17.000	0.871158800	0.009436283	0.000164087	0.016446830	0.194887700	0.108418300	0.001958556	Male	20 - 30	None	None	No	EasternAsian	-9.952981000	-5.145423000	-0.126256800	Closed	Open	Open	Neutral	Neutral
00:00:17.066	0.869769100	0.009555714	0.000152728	0.015579850	0.202757700	0.109518500	0.001891196	Male	20 - 30	None	None	No	EasternAsian	-9.938390000	-5.170226000	-0.126321600	Closed	Open	Open	Neutral	Neutral
00:00:17.133	0.868379400	0.009675145	0.000141369	0.014712880	0.210627800	0.110618800	0.001823835	Male	20 - 30	None	None	No	EasternAsian	-9.923797000	-5.195030000	-0.126386500	Closed	Open	Open	Neutral	Neutral
00:00:17.200	0.866989700	0.009794576	0.000130010	0.013845910	0.218497900	0.111719100	0.001756475	Male	20 - 30	None	None	No	EasternAsian	-9.909206000	-5.219832000	-0.126451300	Closed	Open	Open	Neutral	Neutral
00:00:17.266	0.865600000	0.009914007	0.000118651	0.012978940	0.226368000	0.112819300	0.001689115	Male	20 - 30	None	None	No	EasternAsian	-9.894615000	-5.244636000	-0.126516200	Closed	Open	Open	Neutral	Neutral
00:00:17.333	0.866717500	0.009078676	0.000104570	0.011028070	0.230855800	0.115508200	0.001566994	Male	20 - 30	None	None	No	EasternAsian	-9.810790000	-5.181587000	-0.207339200	Closed	Open	Open	Neutral	Neutral
00:00:17.400	0.867834900	0.008243344	0.000090490	0.009077203	0.235343600	0.118197000	0.001444874	Male	20 - 30	None	None	No	EasternAsian	-9.727142000	-5.118528000	-0.288146000	Closed	Open	Open	Neutral	Neutral
00:00:17.466	0.871166800	0.009344687	0.000089214	0.008484695	0.232034800	0.119017200	0.001454404	Male	20 - 30	None	None	No	EasternAsian	-9.659858000	-4.997977000	-0.280147800	Closed	Open	Open	Neutral	Neutral
00:00:17.533	0.874498800	0.010446030	0.000087939	0.007892188	0.228726100	0.119837300	0.001463934	Male	20 - 30	None	None	No	EasternAsian	-9.592541000	-4.877425000	-0.272152500	Closed	Open	Open	Neutral	Neutral
00:00:17.600	0.877830700	0.011547380	0.000086664	0.007299680	0.225417300	0.120657500	0.001473464	Male	20 - 30	None	None	No	EasternAsian	-9.525189000	-4.756873000	-0.264160000	Closed	Open	Open	Neutral	Neutral
00:00:17.666	0.883023900	0.012466140	0.000086534	0.007107862	0.217369800	0.120940200	0.001561129	Male	20 - 30	None	None	No	EasternAsian	-9.609218000	-4.436463000	-0.128643700	Closed	Open	Open	Neutral	Neutral
00:00:17.733	0.888217100	0.013384910	0.000086404	0.006916045	0.209322300	0.121223000	0.001648795	Male	20 - 30	None	None	No	EasternAsian	-9.691729000	-4.116016000	0.006760334	Closed	Open	Open	Neutral	Neutral
00:00:17.800	0.893410200	0.014303680	0.000086274	0.006724227	0.201274800	0.121505800	0.001736461	Male	20 - 30	None	None	No	EasternAsian	-9.772720000	-3.795558000	0.142050400	Closed	Open	Open	Neutral	Neutral
00:00:17.866	0.900263500	0.016608450	0.000086690	0.006703964	0.189783500	0.121471000	0.001779249	Male	20 - 30	None	None	No	EasternAsian	-9.614716000	-4.204562000	0.110176300	Closed	Open	Open	Neutral	Neutral
00:00:17.933	0.907116900	0.018913220	0.000087106	0.006683702	0.178292200	0.121436300	0.001822038	Male	20 - 30	None	None	No	EasternAsian	-9.456254000	-4.613565000	0.078268730	Closed	Open	Open	Neutral	Neutral
00:00:18.000	0.907881400	0.019222330	0.000083189	0.006335054	0.172235400	0.127383400	0.001926949	Male	20 - 30	None	None	No	EasternAsian	-9.485059000	-4.647170000	-0.063271640	Closed	Open	Open	Neutral	Neutral
00:00:18.066	0.908645900	0.019531450	0.000079271	0.005986406	0.166178700	0.133330400	0.002031860	Male	20 - 30	None	None	No	EasternAsian	-9.513698000	-4.680747000	-0.204826200	Closed	Open	Open	Neutral	Neutral
00:00:18.133	0.909410400	0.019840570	0.000075354	0.005637757	0.160121900	0.139277500	0.002136771	Male	20 - 30	None	None	No	EasternAsian	-9.542170000	-4.714296000	-0.346393700	Closed	Open	Open	Neutral	Neutral
00:00:18.200	0.894391800	0.020857690	0.000681254	0.006785658	0.157291100	0.148632500	0.002754848	Male	20 - 30	None	None	No	EasternAsian	-9.657617000	-4.794215000	-0.383524000	Closed	Open	Open	Neutral	Neutral
00:00:18.266	0.879373400	0.021874810	0.001287153	0.007933556	0.154460400	0.157987400	0.003372925	Male	20 - 30	None	None	No	EasternAsian	-9.772960000	-4.874133000	-0.420663000	Closed	Open	Open	Neutral	Neutral
00:00:18.333	0.864354800	0.022891940	0.001893053	0.009081456	0.151629600	0.167342400	0.003991002	Male	20 - 30	None	None	No	EasternAsian	-9.888199000	-4.954049000	-0.457810800	Closed	Open	Open	Neutral	Neutral
00:00:18.400	0.856050300	0.026329340	0.002401122	0.011159900	0.154995900	0.162965000	0.004758276	Male	20 - 30	None	None	No	EasternAsian	-10.335270000	-5.090488000	-0.582476900	Closed	Open	Open	Neutral	Neutral
00:00:18.466	0.847745800	0.029766740	0.002909190	0.013238340	0.158362300	0.158587600	0.005525549	Male	20 - 30	None	None	No	EasternAsian	-10.781730000	-5.226904000	-0.707195700	Closed	Open	Open	Neutral	Neutral
00:00:18.533	0.797888700	0.035064110	0.004893084	0.052050400	0.148453900	0.152241600	0.006912974	Male	20 - 30	None	None	No	EasternAsian	-11.509190000	-5.601567000	-0.811884300	Closed	Open	Open	Neutral	Neutral
00:00:18.600	0.748031600	0.040361490	0.006876979	0.090862450	0.138545500	0.145895600	0.008300398	Male	20 - 30	None	None	No	EasternAsian	-12.235400000	-5.976228000	-0.916712200	Closed	Open	Open	Neutral	Neutral
00:00:18.666	0.698174600	0.045658850	0.008860870	0.129674400	0.128637100	0.139549700	0.009687821	Male	20 - 30	None	None	No	EasternAsian	-12.960100000	-6.350852000	-1.021678000	Closed	Open	Open	Neutral	Neutral
00:00:18.733	0.675466900	0.045794270	0.009727254	0.147257600	0.125443800	0.136746800	0.009850201	Male	20 - 30	None	None	No	EasternAsian	-12.914370000	-6.118490000	-1.096780000	Closed	Open	Open	Neutral	Neutral
00:00:18.800	0.652759300	0.045929700	0.010593640	0.164840700	0.122250500	0.133943900	0.010012580	Male	20 - 30	None	None	No	EasternAsian	-12.869250000	-5.886112000	-1.171817000	Closed	Open	Open	Neutral	Neutral
00:00:18.866	0.630051600	0.046065120	0.011460020	0.182423800	0.119057300	0.131141000	0.010174960	Male	20 - 30	None	None	No	EasternAsian	-12.824730000	-5.653729000	-1.246790000	Closed	Open	Open	Neutral	Neutral
00:00:18.933	0.617554100	0.045244390	0.011911010	0.168704100	0.131516800	0.139767900	0.009771174	Male	20 - 30	None	None	No	EasternAsian	-12.621360000	-4.469783000	-1.127836000	Closed	Open	Open	Neutral	Neutral
00:00:19.000	0.605056500	0.044423650	0.012362000	0.154984500	0.143976400	0.148394800	0.009367387	Male	20 - 30	None	None	No	EasternAsian	-12.413060000	-3.285306000	-1.009214000	Closed	Open	Open	Neutral	Neutral
00:00:19.066	0.592559000	0.043602920	0.012812990	0.141264900	0.156436000	0.157021600	0.008963601	Male	20 - 30	None	None	No	EasternAsian	-12.199860000	-2.101328000	-0.890924400	Open	Open	Open	Neutral	Lowered
00:00:19.133	0.586560600	0.043938800	0.012568630	0.126197900	0.166801100	0.150360600	0.008422335	Male	20 - 30	None	None	No	EasternAsian	-12.463030000	0.742024700	-1.096209000	Open	Open	Open	Neutral	Lowered
00:00:19.200	0.580562200	0.044274690	0.012324270	0.111130800	0.177166300	0.143699500	0.007881069	Male	20 - 30	None	None	No	EasternAsian	-12.746620000	3.592437000	-1.302270000	Open	Open	Open	Neutral	Lowered
00:00:19.266	0.574563800	0.044610580	0.012079910	0.096063790	0.187531400	0.137038400	0.007339804	Male	20 - 30	None	None	No	EasternAsian	-13.050710000	6.435730000	-1.509107000	Open	Open	Open	Neutral	Neutral
00:00:19.333	0.581439700	0.050301650	0.015097480	0.088308780	0.177574100	0.128155600	0.008253100	Male	20 - 30	None	None	No	EasternAsian	-13.365720000	6.810133000	-1.419945000	Open	Open	Open	Neutral	Neutral
00:00:19.400	0.588315600	0.055992730	0.018115050	0.080553780	0.167616800	0.119272700	0.009166397	Male	20 - 30	None	None	No	EasternAsian	-13.679590000	7.184573000	-1.330631000	Open	Open	Open	Neutral	Neutral
00:00:19.466	0.595191500	0.061683800	0.021132610	0.072798770	0.157659400	0.110389900	0.010079690	Male	20 - 30	None	None	No	EasternAsian	-13.992300000	7.559010000	-1.241166000	Open	Open	Open	Neutral	Neutral
00:00:19.533	0.602067400	0.067374870	0.024150180	0.065043760	0.147702100	0.101507100	0.010992990	Male	20 - 30	None	None	No	EasternAsian	-14.303810000	7.933413000	-1.151550000	Open	Open	Open	Neutral	Neutral
00:00:19.600	0.608943300	0.073065940	0.027167740	0.057288750	0.137744800	0.092624270	0.011906290	Male	20 - 30	None	None	No	EasternAsian	-14.614100000	8.307746000	-1.061783000	Closed	Open	Open	Neutral	Neutral
00:00:19.666	0.613804400	0.080469760	0.027473500	0.053164720	0.127450800	0.085642500	0.012623200	Male	20 - 30	None	None	No	EasternAsian	-14.295790000	8.029252000	-0.906639200	Closed	Open	Open	Neutral	Neutral
00:00:19.733	0.618665500	0.087873600	0.027779260	0.049040680	0.117156800	0.078660720	0.013340100	Male	20 - 30	None	None	No	EasternAsian	-13.979000000	7.750691000	-0.751702900	Closed	Open	Open	Neutral	Neutral
00:00:19.800	0.623526500	0.095277440	0.028085030	0.044916640	0.106862900	0.071678940	0.014057010	Male	20 - 30	None	None	No	EasternAsian	-13.663730000	7.472084000	-0.596976300	Closed	Open	Open	Neutral	Neutral
00:00:19.866	0.614270200	0.101134600	0.031168750	0.052776970	0.099050470	0.069844120	0.016636610	Male	20 - 30	None	None	No	EasternAsian	-14.239370000	7.662139000	-0.856350200	Closed	Open	Open	Neutral	Neutral
00:00:19.933	0.605013900	0.106991800	0.034252480	0.060637320	0.091238070	0.068009300	0.019216210	Male	20 - 30	None	None	No	EasternAsian	-14.816820000	7.852046000	-1.115964000	Closed	Open	Open	Neutral	Neutral
00:00:20.000	0.595757500	0.112849000	0.037336210	0.068497670	0.083425660	0.066174480	0.021795810	Male	20 - 30	None	None	No	EasternAsian	-15.395920000	8.041786000	-1.375807000	Closed	Closed	Open	Neutral	Neutral
00:00:20.066	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED
00:00:20.133	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED
00:00:20.200	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED
00:00:20.266	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED
00:00:20.333	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED
00:00:20.400	0.686036500	0.045094490	0.022470690	0.043665840	0.031113380	0.026312180	0.012383150	Male	20 - 30	None	None	No	Unknown	-13.648110000	12.711880000	-3.324054000	Closed	Open	Open	Lowered	Lowered
00:00:20.466	0.680728000	0.043888780	0.029597190	0.049146410	0.029673850	0.028507690	0.014079590	Male	20 - 30	None	None	No	Unknown	-15.123890000	13.032380000	-3.826308000	Closed	Open	Open	Lowered	Lowered
00:00:20.533	0.675419500	0.042683080	0.036723700	0.054626990	0.028234320	0.030703200	0.015776040	Male	20 - 30	None	None	No	Unknown	-16.612030000	13.352120000	-4.330178000	Closed	Open	Open	Lowered	Lowered
00:00:20.600	0.670111000	0.041477370	0.043850220	0.060107570	0.026794790	0.032898710	0.017472490	Male	20 - 30	None	None	No	Unknown	-18.110430000	13.670990000	-4.835594000	Closed	Open	Open	Lowered	Lowered
00:00:20.666	0.664802500	0.040271670	0.050976720	0.065588150	0.025355260	0.035094210	0.019168940	Male	20 - 30	None	None	No	Unknown	-19.616930000	13.988900000	-5.342484000	Closed	Open	Open	Lowered	Lowered
00:00:20.733	0.659494000	0.039065970	0.058103240	0.071068730	0.023915730	0.037289720	0.020865390	Male	20 - 30	None	None	No	Unknown	-21.129290000	14.305750000	-5.850776000	Closed	Open	Open	Lowered	Lowered
00:00:20.800	0.654185500	0.037860270	0.065229750	0.076549310	0.022476200	0.039485230	0.022561840	Male	20 - 30	None	None	No	Unknown	-22.645200000	14.621460000	-6.360394000	Closed	Open	Open	Lowered	Lowered
00:00:20.866	0.648877000	0.036654570	0.072356260	0.082029880	0.021036670	0.041680730	0.024258290	Male	20 - 30	None	None	No	Unknown	-24.162350000	14.935930000	-6.871261000	Closed	Open	Open	Lowered	Lowered
00:00:20.933	0.643568500	0.035448860	0.079482770	0.087510460	0.019597140	0.043876240	0.025954740	Male	20 - 30	None	None	No	Unknown	-25.678410000	15.249060000	-7.383304000	Open	Open	Open	Lowered	Lowered
00:00:21.000	0.643563600	0.033122390	0.097910650	0.080011960	0.019457280	0.040381240	0.025075780	Male	20 - 30	None	None	No	Unknown	-25.683030000	14.987490000	-7.317273000	Open	Open	Open	Lowered	Lowered
00:00:21.066	0.643558700	0.030795930	0.116338500	0.072513470	0.019317430	0.036886240	0.024196820	Male	20 - 30	None	None	No	Unknown	-25.688280000	14.725910000	-7.251402000	Open	Open	Open	Lowered	Lowered
00:00:21.133	0.643553700	0.028469470	0.134766400	0.065014970	0.019177570	0.033391230	0.023317860	Male	20 - 30	None	None	No	Unknown	-25.694150000	14.464310000	-7.185689000	Closed	Open	Open	Lowered	Lowered
00:00:21.200	0.630619800	0.026766100	0.158496200	0.058411040	0.018586930	0.031534630	0.023192870	Male	20 - 30	None	None	No	Unknown	-26.151960000	14.230210000	-7.056778000	Closed	Open	Open	Lowered	Lowered
00:00:21.266	0.617685900	0.025062740	0.182226100	0.051807120	0.017996290	0.029678040	0.023067880	Male	20 - 30	None	None	No	Unknown	-26.610910000	13.996040000	-6.928132000	Closed	Open	Open	Lowered	Lowered
00:00:21.333	0.604751900	0.023359370	0.205955900	0.045203190	0.017405650	0.027821440	0.022942890	Male	25 - 35	None	None	No	Unknown	-27.070890000	13.761810000	-6.799749000	Closed	Open	Open	Lowered	Lowered
00:00:21.400	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED
00:00:21.466	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED
00:00:21.533	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED
00:00:21.600	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED
00:00:21.666	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED
00:00:21.733	FIT_FAILED	FIT_FAILED	FIT_FAILED	FIT_FAILED	FIT_FAILED	FIT_FAILED	FIT_FAILED	FIT_FAILED	FIT_FAILED	FIT_FAILED	FIT_FAILED	FIT_FAILED	FIT_FAILED	FIT_FAILED	FIT_FAILED	FIT_FAILED	FIT_FAILED	FIT_FAILED	FIT_FAILED	FIT_FAILED	FIT_FAILED
00:00:21.800	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED
00:00:21.866	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED
00:00:21.933	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED
00:00:22.000	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED
00:00:22.066	0.475621900	0.029961960	0.179222100	0.015603130	0.004962218	0.007262364	0.062148980	Male	25 - 35	None	None	No	Unknown	-17.881830000	8.086747000	-1.232898000	Closed	Open	Open	Lowered	Lowered
00:00:22.133	0.475402700	0.030465740	0.187352800	0.027783240	0.006270759	0.011648100	0.062948160	Male	25 - 35	None	None	No	Unknown	-18.468690000	8.605723000	-2.000706000	Closed	Open	Open	Lowered	Lowered
00:00:22.200	0.475183400	0.030969530	0.195483500	0.039963360	0.007579301	0.016033830	0.063747330	Male	25 - 35	None	None	No	Unknown	-19.070960000	9.123707000	-2.771416000	Closed	Open	Open	Lowered	Lowered
00:00:22.266	0.474964200	0.031473310	0.203614200	0.052143460	0.008887840	0.020419550	0.064546510	Male	25 - 35	None	None	No	Unknown	-19.688040000	9.640331000	-3.544764000	Closed	Open	Open	Lowered	Lowered
00:00:22.333	0.474745000	0.031977090	0.211744900	0.064323580	0.010196380	0.024805290	0.065345680	Male	25 - 35	None	None	No	Unknown	-20.319280000	10.155220000	-4.320481000	Closed	Open	Open	Lowered	Lowered
00:00:22.400	0.474525800	0.032480880	0.219875600	0.076503700	0.011504920	0.029191020	0.066144860	Male	25 - 35	None	None	No	Unknown	-20.963990000	10.668030000	-5.098291000	Closed	Open	Open	Lowered	Lowered
00:00:22.466	0.474306600	0.032984660	0.228006300	0.088683800	0.012813460	0.033576740	0.066944040	Male	25 - 35	None	None	No	Unknown	-21.621420000	11.178370000	-5.877915000	Closed	Open	Open	Lowered	Lowered
